CVU,NOMBRE,NIVEL
991,"GENESCA LLONGUERAS, JUAN",Investigador(a) Nacional Nivel III
993,"ASOMOZA PALACIOS, MAXIMILIANO JOEL",Investigador(a) Nacional Nivel II
998,"LOPEZ MUNGUIA CANALES, AGUSTIN",Investigador(a) Nacional Nivel III
1000,"RAMOS NIEMBRO, GAUDENCIO FRANCISCO GABRIEL",Investigador(a) Nacional Nivel I
1001,"LOZANO GUZMAN, ALEJANDRO ALFREDO",Investigador(a) Nacional Nivel II
1004,"PEREZ CORTES, SERGIO",Investigador(a) Nacional Nivel III
1005,"ROMERO PAREDES RUBIO, GABRIEL",Investigador(a) Nacional Nivel I
1006,"CARNEVALE CANTONI, ALESSANDRA",Investigador(a) Nacional Nivel III
1013,"NAVA PICHARDO, FIDENCIO ALEJANDRO",Investigador(a) Nacional Nivel III
1019,"VAZQUEZ Y VERA, JOSEFINA ZORAIDA",Investigador(a) Nacional Nivel III
1028,"HANSBERG Y TORRES, WILHELM LUDWIG",Investigador(a) Nacional Nivel II
1030,"JIMENEZ CARDOSO, ENEDINA",Investigador(a) Nacional Nivel II
1031,"ARES DE PARGA ALVAREZ, GONZALO",Investigador(a) Nacional Nivel II
1033,"ZERMEÑO Y GARCIA GRANADOS, SERGIO",Investigador(a) Nacional Nivel III
1039,"DE GYVES Y MARCINIAK, JOSEFINA",Investigador(a) Nacional Nivel III
1040,"GUTIERREZ ROJAS, MARIANO",Investigador(a) Nacional Nivel III
1041,"GUERRERO LEGARRETA, MARIA ISABEL DEL CARMEN",Investigador(a) Nacional Nivel III
1042,"MONROY HERMOSILLO, OSCAR ARMANDO",Investigador(a) Nacional Nivel III
1047,"PEREZ RAMIREZ, J. GUADALUPE",Investigador(a) Nacional Nivel III
1054,"SANCHEZ RODRIGUEZ, JORGE ALBERTO",Investigador(a) Nacional Nivel III
1056,"GAVILANES RUIZ, MARINA",Investigador(a) Nacional Nivel II
1058,"TUENA SANGRI, MARIETTA",Investigador(a) Nacional Nivel III
1059,"SANTOYO GUTIERREZ, EDGAR ROLANDO",Investigador(a) Nacional Nivel III
1061,"IZQUIERDO MONTALVO, GEORGINA",Investigador(a) Nacional Nivel I
1072,"MANERO BRITO, OCTAVIO",Investigador(a) Nacional Nivel III
1073,"DIAZ ARCINIEGA, VICTOR MANUEL",Investigador(a) Nacional Nivel I
1074,"OSWALD SPRING, URSULA",Investigador(a) Nacional Nivel III
1075,"D OLIVO SAEZ, JUAN CARLOS",Investigador(a) Nacional Nivel III
1079,"BARRAGAN REYES, ROSA MARIA",Investigador(a) Nacional Nivel II
1087,"PEREZ SILVA, EVANGELINA",Investigador(a) Nacional Nivel II
1091,"DIAZ BARRIGA CASALES, ANGEL ROGELIO",Investigador(a) Nacional Nivel III
1093,"ALVAREZ TORRES, IGNACIO",Investigador(a) Nacional Nivel III
1094,"RIOS JARA, DAVID",Investigador(a) Nacional Nivel III
1098,"TREVIÑO TREVIÑO, CESAR",Investigador(a) Nacional Nivel III
1099,"GODOY SALAS, SALVADOR VICTOR",Investigador(a) Nacional Nivel III
1100,"DELGADO LAMAS, EDUARDO GUILLERMO",Investigador(a) Nacional Nivel III
1103,"REINA AOYAMA, LETICIA MAYOLA",Investigador(a) Nacional Nivel III
1106,"WAWRZYÑCZYK WILKIEWICZ, ANTONI ADAM",Investigador(a) Nacional Nivel III
1109,"AUVINET GUICHARD, GABRIEL YVES ARMAND",Investigador(a) Nacional Nivel I
1112,"SANCHEZ SESMA, FRANCISCO JOSE",Investigador(a) Nacional Nivel III
1113,"ROMO ORGANISTA, MIGUEL PEDRO",Investigador(a) Nacional Nivel III
1116,"CISNEROS GUDIÑO, MARIA DEL CARMEN",Investigador(a) Nacional Nivel III
1118,"LOPEZ DE HARO, MARIANO",Investigador(a) Nacional Nivel III
1121,"PEREZ ESTEVA, SALVADOR",Investigador(a) Nacional Nivel III
1124,"COLAS ORTIZ, RAFAEL",Investigador(a) Nacional Nivel III
1129,"INOSTROZA FERNANDEZ, LUIS ALBERTO",Investigador(a) Nacional Nivel I
1132,"FIERRO GOSSMAN, JULIETA NORMA",Investigador(a) Nacional Nivel III
1133,"PEÑA CARDENAS, MIRIAM DEL CARMEN",Investigador(a) Nacional Nivel III
1135,"PACHECO CABRERA, PABLO",Investigador(a) Nacional Nivel III
1137,"GELMAN MURAVCHIK, OVSEI",Investigador(a) Nacional Nivel I
1138,"DE ITA Y DE LA TORRE, ANTONIO SILVIO",Investigador(a) Nacional Nivel I
1150,"ROBLEDO NIETO, ALBERTO",Investigador(a) Nacional Nivel III
1151,"URIBE ALCOCER, MANUEL",Investigador(a) Nacional Nivel II
1153,"GRACIA FADRIQUE, JESUS",Investigador(a) Nacional Nivel II
1154,"PALACIOS ALQUISIRA, JOAQUIN",Investigador(a) Nacional Nivel I
1155,"QUINTANA OWEN, PATRICIA",Investigador(a) Nacional Nivel III
1159,"DE ANDA SALAZAR, FRANCISCO JAVIER",Investigador(a) Nacional Nivel I
1160,"CASTANEDO PEREZ, REBECA",Investigador(a) Nacional Nivel III
1165,"ARIZMENDI PEIMBERT, HUGO",Investigador(a) Nacional Nivel II
1168,"MONTEJANO PEIMBERT, LUIS",Investigador(a) Nacional Nivel III
1169,"CLAPP JIMENEZ LABORA, MONICA ALICIA",Investigador(a) Nacional Nivel III
1170,"SEADE KURI, JOSE ANTONIO",Investigador(a) Nacional Nivel III
1171,"SALMERON CASTRO, LEONARDO",Investigador(a) Nacional Nivel I
1172,"CASTAÑOS GARZA, OCTAVIO HECTOR",Investigador(a) Nacional Nivel III
1173,"MARTINEZ VILLA, ROBERTO",Investigador(a) Nacional Nivel III
1176,"FERNANDEZ GONZALEZ, JUAN MANUEL",Investigador(a) Nacional Nivel II
1183,"FERNANDEZ PACHECO, MARTA SUSANA",Investigador(a) Nacional Nivel III
1185,"GARCIA JIMENEZ, FEDERICO ALFREDO",Investigador(a) Nacional Nivel II
1186,"CEA OLIVARES, RAYMUNDO",Investigador(a) Nacional Nivel III
1187,"MARTINEZ VAZQUEZ, MARIANO",Investigador(a) Nacional Nivel III
1189,"RACZYNSKI GAWIN, STANISLAW FRYDERYK",Investigador(a) Nacional Nivel I
1191,"GOMEZ LOJERO, CARLOS",Investigador(a) Nacional Nivel II
1193,"MORENO ESPARZA, RAFAEL",Investigador(a) Nacional Nivel II
1194,"RUIZ AZUARA, LENA",Investigador(a) Nacional Nivel III
1200,"CHAVEZ MUNGUIA, BIBIANA",Investigador(a) Nacional Nivel II
1201,"TSUTSUMI FUJIYOSHI, VICTOR KATSUTOSHI",Investigador(a) Nacional Nivel III
1202,"GONZALEZ ROBLES, ARTURO",Investigador(a) Nacional Nivel II
1210,"LOZADA Y CASSOU, MARCELO",Investigador(a) Nacional Nivel III
1211,"ALVAREZ CALDERON, JESUS",Investigador(a) Nacional Nivel III
1212,"CHARLI CASALONGA, JEAN-LOUIS JOSEPH MARIE",Investigador(a) Nacional Nivel III
1213,"JOSEPH BRAVO, PATRICIA ILEANA",Investigador(a) Nacional Nivel III
1216,"JIMENEZ REYES, MELANIA",Investigador(a) Nacional Nivel II
1226,"WITKER VELASQUEZ, JORGE ALBERTO",Investigador(a) Nacional Nivel III
1227,"MENDEZ NONELL, JUAN",Investigador(a) Nacional Nivel II
1228,"AVILA AGUIRRE, OLGA LETICIA",Investigador(a) Nacional Nivel I
1229,"BELMONT MORENO, ERNESTO JOSE MARIA DE LA SALET",Investigador(a) Nacional Nivel I
1231,"GOMEZ LARRAÑAGA, JOSE CARLOS",Investigador(a) Nacional Nivel III
1233,"UREÑA NUÑEZ, FERNANDO",Investigador(a) Nacional Nivel II
1235,"BOLIVAR ZAPATA, FRANCISCO GONZALO",Investigador(a) Nacional Nivel III
1237,"ALVAREZ BEJAR, ROMAN",Investigador(a) Nacional Nivel II
1238,"VAREA Y GILABERT, CARMEN JOSEFA LUCIANA",Investigador(a) Nacional Nivel III
1240,"LOYOLA VARGAS, VICTOR MANUEL",Investigador(a) Nacional Nivel III
1241,"GARCIA SAINZ, JESUS ADOLFO",Investigador(a) Nacional Nivel III
1245,"BENAVIDES OBREGON, ANA LAURA",Investigador(a) Nacional Nivel II
1249,"GARCIA GARCIA, RAMIRO",Investigador(a) Nacional Nivel I
1252,"LASTRAS MARTINEZ, ALFONSO",Investigador(a) Nacional Nivel III
1253,"MONTEJANO CARRIZALES, JUAN MARTIN",Investigador(a) Nacional Nivel II
1257,"SOBERON MAINERO, FRANCISCO XAVIER DEL ESPIRITU",Investigador(a) Nacional Nivel III
1264,"SUAREZ DIEZ, MARIA DE LOURDES",Investigador(a) Nacional Nivel II
1265,"TAMARIZ MASCARUA, JOAQUIN",Investigador(a) Nacional Nivel III
1266,"LOPEZ ISUNZA, HECTOR FELIPE",Investigador(a) Nacional Nivel II
1273,"CORTES REYNA, EMILIO",Investigador(a) Nacional Nivel I
1277,"DOMINGUEZ MORA, RAMON",Investigador(a) Nacional Nivel II
1283,"SOBERON CHAVEZ, GLORIA",Investigador(a) Nacional Nivel III
1284,"COVARRUBIAS ROBLES, ALEJANDRA ALICIA",Investigador(a) Nacional Nivel III
1285,"HERNANDEZ DELGADO, GEORGINA",Investigador(a) Nacional Nivel III
1289,"PEREZ GARCIA, BLANCA",Investigador(a) Nacional Nivel I
1290,"LOPEZ WILCHIS, RICARDO",Investigador(a) Nacional Nivel I
1295,"MONTAÑO HIROSE, LUIS",Investigador(a) Nacional Nivel III
1302,"BARBA ALVAREZ, ANTONIO",Investigador(a) Nacional Nivel I
1308,"BAEZA RAMIREZ, MARIA ISABEL",Investigador(a) Nacional Nivel II
1309,"HORTA RANGEL, JAIME MOISES",Investigador(a) Nacional Nivel I
1313,"LOPEZ CASTAÑEDA, CANDIDO",Investigador(a) Nacional Nivel I
1315,"GONZALEZ MARTINEZ, IGNACIO",Investigador(a) Nacional Nivel III
1331,"GONZALEZ ESPINOSA, MARIO",Investigador(a) Nacional Nivel II
1333,"SANDOVAL ROBLES, JOSE GUILLERMO",Investigador(a) Nacional Nivel I
1335,"SEGOVIA DE LOS RIOS, JOSE ARMANDO",Investigador(a) Nacional Nivel I
1342,"PALOMINO Y HASBACH, MARIA GUADALUPE ANTONIA",Investigador(a) Nacional Nivel II
1348,"KOENIGSBERGER HOROWITZ, GLORIA SUZANNE",Investigador(a) Nacional Nivel III
1349,"RODRIGUEZ JORGE, LUIS FELIPE DE JESUS",Investigador(a) Nacional Nivel III
1350,"TAPIA IBARGUENGOITIA, MAURICIO MANUEL",Investigador(a) Nacional Nivel II
1351,"MORENO CORRAL, MARCO ARTURO",Investigador(a) Nacional Nivel I
1353,"SALAS CASALES, LUIS",Investigador(a) Nacional Nivel II
1355,"RUIZ SCHNEIDER, ELFEGO GUILLERMO",Investigador(a) Nacional Nivel III
1360,"FRANCO LOPEZ, JOSE DE JESUS",Investigador(a) Nacional Nivel III
1361,"MIRABAL GARCIA, MANUEL",Investigador(a) Nacional Nivel I
1363,"SANCHEZ CHAPULA, JOSE ANTONIO",Investigador(a) Nacional Nivel III
1370,"MONTAÑEZ OJEDA, SILVIA CECILIA IRENE",Investigador(a) Nacional Nivel III
1374,"DE LA VEGA NAVARRO, JOSE ANGEL FELIX",Investigador(a) Nacional Nivel I
1380,"ECHEVARRIA ROMAN, JUAN MANUEL",Investigador(a) Nacional Nivel II
1386,"HERNANDEZ ALCANTARA, JOSE MANUEL",Investigador(a) Nacional Nivel III
1387,"CERVANTES JAUREGUI, JORGE ARMANDO",Investigador(a) Nacional Nivel II
1389,"ORTEGA BLAKE, IVAN",Investigador(a) Nacional Nivel III
1392,"MORENO YNTRIAGO, FERNANDO MATIAS",Investigador(a) Nacional Nivel II
1396,"SANCHEZ MONDRAGON, JOSE JAVIER",Investigador(a) Nacional Nivel III
1401,"OJEDA CASTAÑEDA, JORGE",Investigador(a) Nacional Nivel III
1403,"MARTINEZ DE LA ESCALERA LORENZO, GONZALO",Investigador(a) Nacional Nivel III
1404,"CLAPP JIMENEZ L., MARIA DEL CARMEN",Investigador(a) Nacional Nivel III
1405,"CASTAÑEDA FIGUEIRAS, SANDRA NICOLASA GUADALUPE",Investigador(a) Nacional Nivel II
1407,"PILATOWSKY FIGUEROA, ISAAC",Investigador(a) Nacional Nivel I
1410,"OCHOA ALEJO, NEFTALI",Investigador(a) Nacional Nivel III
1412,"CARABEZ TREJO, ALFONSO",Investigador(a) Nacional Nivel II
1421,"HERNANDEZ CALDERON, ISAAC",Investigador(a) Nacional Nivel III
1423,"SANTOS DIAZ, MARIA DEL SOCORRO CARMEN",Investigador(a) Nacional Nivel II
1427,"VELAZQUEZ MOCTEZUMA, JAVIER",Investigador(a) Nacional Nivel III
1430,"RAMIREZ GARCIA, PEDRO",Investigador(a) Nacional Nivel I
1431,"DRUMMOND DUREY, HUGH MICHAEL",Investigador(a) Nacional Nivel III
1437,"MOCHON COHEN, SIMON",Investigador(a) Nacional Nivel II
1438,"ESTRADA PARRA, SERGIO ANTONIO",Investigador(a) Nacional Nivel III
1441,"ROJAS ESPINOSA, OSCAR",Investigador(a) Nacional Nivel II
1446,"COLINAS Y LEON, MARIA TERESA BERYL",Investigador(a) Nacional Nivel II
1449,"HAMEL WILCKE, RAINER ENRIQUE",Investigador(a) Nacional Nivel II
1459,"SANJUAN DUEÑAS, RUBEN",Investigador(a) Nacional Nivel I
1461,"LLORENTE BOUSQUETS, JORGE ENRIQUE",Investigador(a) Nacional Nivel III
1468,"GARCIA LATORRE, ETHEL AWILDA",Investigador(a) Nacional Nivel III
1472,"BEDOLLA BECERRIL, JOSE EGBERTO",Investigador(a) Nacional Nivel II
1478,"CHAVEZ LOMELI, EFRAIN RAFAEL",Investigador(a) Nacional Nivel II
1482,"SERRATO RODRIGUEZ, JUAN",Investigador(a) Nacional Nivel I
1483,"HERNANDEZ RODRIGUEZ, PABLO ROGELIO",Investigador(a) Nacional Nivel I
1505,"DIDRIKSSON TAKAYANAGUI, AXEL",Investigador(a) Nacional Nivel III
1508,"DE LA GARZA AMAYA, GUADALUPE MIREYA",Investigador(a) Nacional Nivel III
1513,"PEREZ CASTORENA, ANA LIDIA",Investigador(a) Nacional Nivel II
1522,"DIAZ POLANCO, HECTOR",Investigador(a) Nacional Nivel III
1523,"HERNANDEZ CHAVEZ CORDERO, ALICIA VIRGINIA",Investigador(a) Nacional Nivel III
1524,"SOTO GONZALEZ, LUIS ARTURO",Investigador(a) Nacional Nivel III
1525,"SANCHEZ OBREGON, RUBEN TRINIDAD",Investigador(a) Nacional Nivel I
1526,"QUIJANO , LEOVIGILDO",Investigador(a) Nacional Nivel III
1530,"AMADOR BEDOLLA, CARLOS",Investigador(a) Nacional Nivel II
1534,"QUINTANAR STEPHANO, ANDRES",Investigador(a) Nacional Nivel III
1537,"PEREZNIETO CASTRO, LEONEL",Investigador(a) Nacional Nivel III
1553,"CHICUREL UZIEL, RICARDO",Investigador(a) Nacional Nivel III
1558,"ESCAMILLA SILVA, ELEAZAR MAXIMO",Investigador(a) Nacional Nivel II
1561,"JIMENEZ GUTIERREZ, ARTURO",Investigador(a) Nacional Nivel III
1565,"GONZALEZ MARTINEZ, SIMON",Investigador(a) Nacional Nivel II
1566,"ITURBE ARGUELLES, MARIA DEL ROSARIO",Investigador(a) Nacional Nivel I
1568,"FERNANDEZ ZAYAS, JOSE LUIS",Investigador(a) Nacional Nivel II
1570,"RODRIGUEZ RODRIGUEZ, MARIO EMILIO",Investigador(a) Nacional Nivel II
1571,"FILLOY YAGUE, EUGENIO",Investigador(a) Nacional Nivel III
1572,"WAKSMAN MINSKY, NOEMI HERMINIA",Investigador(a) Nacional Nivel III
1589,"PRADO ALCALA, ROBERTO AGUSTIN",Investigador(a) Nacional Nivel III
1591,"FUENTES PARDO, BEATRIZ",Investigador(a) Nacional Nivel II
1607,"GONZALEZ MUÑOZ, SERGIO SEGUNDO",Investigador(a) Nacional Nivel III
1608,"CUCA GARCIA, JUAN MANUEL",Investigador(a) Nacional Nivel III
1611,"ALAGON CANO, ALEJANDRO",Investigador(a) Nacional Nivel III
1615,"TORRES HERNANDEZ, GLAFIRO",Investigador(a) Nacional Nivel I
1618,"SUAREZ GUEMES, FRANCISCO",Investigador(a) Nacional Nivel III
1631,"FLORES ESPINOZA, RUBEN",Investigador(a) Nacional Nivel II
1635,"ACEVES TORRES, RAUL",Investigador(a) Nacional Nivel II
1637,"MORALES Y PUENTE, PEDRO ABELARDO",Investigador(a) Nacional Nivel I
1638,"WELTI CHANES, CARLOS",Investigador(a) Nacional Nivel II
1640,"SALINAS BARRIOS, ELIZABETH MARITZA",Investigador(a) Nacional Nivel I
1641,"SALINAS CARMONA, MARIO CESAR",Investigador(a) Nacional Nivel III
1643,"BARRERA SALDAÑA, HUGO ALBERTO",Investigador(a) Nacional Nivel III
1645,"TAMARIZ MASCARUA, ANGEL",Investigador(a) Nacional Nivel III
1647,"TRIGO TAVERA, FRANCISCO JOSE",Investigador(a) Nacional Nivel III
1651,"RAMIREZ SOLIS, JORGE FERNANDO",Investigador(a) Nacional Nivel III
1655,"FORTOUL VANDER GOES, TERESA IMELDA",Investigador(a) Nacional Nivel III
1656,"LEMA LABADIE D ARCE, ROSA",Investigador(a) Nacional Nivel I
1657,"JIMENEZ PLA, YVETTE DE LOURDES",Investigador(a) Nacional Nivel II
1660,"GARCIA CANCLINI, NESTOR RAUL",Investigador(a) Nacional Nivel III
1662,"DIAZ ZAGOYA, JUAN CUAUHTEMOC",Investigador(a) Nacional Nivel I
1666,"PEDERNERA ASTEGIANO, ENRIQUE ANTONIO",Investigador(a) Nacional Nivel I
1668,"TAYLOR DA CUNHA E MELLO, MARIA LUCIA",Investigador(a) Nacional Nivel III
1669,"TORIELLO NAJERA, CONCEPCION",Investigador(a) Nacional Nivel II
1671,"MORENO ARMELLA, LUIS ENRIQUE",Investigador(a) Nacional Nivel III
1673,"LACLETTE SN ROMAN, JUAN PEDRO",Investigador(a) Nacional Nivel III
1675,"ROTHENBERG LORENZ, STEPHEN JOEL",Investigador(a) Nacional Nivel III
1678,"CARDENAS VAZQUEZ, RENE DE JESUS",Investigador(a) Nacional Nivel I
1679,"PEREZ ORTIZ, TILA MARIA",Investigador(a) Nacional Nivel I
1685,"PEREZ DE TEJADA Y JAIME, HECTOR ANTONIO",Investigador(a) Nacional Nivel II
1687,"RODRIGUEZ CARRANZA, RODOLFO",Investigador(a) Nacional Nivel II
1693,"OLIVER SALVADOR, MARIA DEL CARMEN",Investigador(a) Nacional Nivel I
1699,"VILLALOBOS MOLINA, RAFAEL",Investigador(a) Nacional Nivel III
1701,"SAAVEDRA MOLINA, FRANCISCO ALFREDO",Investigador(a) Nacional Nivel III
1706,"CUEVAS CARDONA, SALVADOR CARLOS",Investigador(a) Nacional Nivel III
1711,"CALLES MARTINEZ, ALIPIO GUSTAVO",Investigador(a) Nacional Nivel I
1714,"MADRIGAL BUJAIDAR, EDUARDO",Investigador(a) Nacional Nivel III
1715,"TURRENT FERNANDEZ, ANTONIO",Investigador(a) Nacional Nivel III
1717,"ITURBE GARCIA, JOSE LUIS",Investigador(a) Nacional Nivel I
1728,"BRAMBILA PAZ, ROSA MARGARITA",Investigador(a) Nacional Nivel II
1729,"BRAMBILA PAZ, GLORIA LETICIA",Investigador(a) Nacional Nivel III
1736,"URRUTIA FUCUGAUCHI, JAIME HUMBERTO",Investigador(a) Nacional Nivel III
1746,"SELIGMAN SCHURCH, THOMAS HENRY",Investigador(a) Nacional Nivel III
1759,"GONZALEZ JACOME, ALBA",Investigador(a) Nacional Nivel III
1790,"RENDON CORONA, ARMANDO",Investigador(a) Nacional Nivel II
1791,"AYALA GUERRERO, FRUCTUOSO",Investigador(a) Nacional Nivel I
1795,"CAÑEDO Y DORANTES, LUIS ENRIQUE ALBERTO",Investigador(a) Nacional Nivel III
1796,"LEY KOO, EUGENIO",Investigador(a) Nacional Nivel III
1807,"TENTORI SANTA CRUZ, DIANA",Investigador(a) Nacional Nivel I
1817,"MACHORRO MEJIA, ROBERTO",Investigador(a) Nacional Nivel III
1818,"SANCHEZ SINENCIO, FELICIANO",Investigador(a) Nacional Nivel III
1841,"ROJAS NIETO, CECILIA",Investigador(a) Nacional Nivel III
1846,"OROPEZA SALIN, CARLOS MARIANO",Investigador(a) Nacional Nivel III
1850,"MENDOZA MARTINEZ, GERMAN DAVID",Investigador(a) Nacional Nivel III
1851,"MARTINEZ AUSTRIA, POLIOPTRO FORTUNATO",Investigador(a) Nacional Nivel I
1852,"ESCAMILLA TAYLOR, HECTOR MANUEL",Investigador(a) Nacional Nivel I
1854,"SIQUEIROS BELTRONES, JESUS MARIA",Investigador(a) Nacional Nivel III
1856,"VAZQUEZ TORRES, HUMBERTO",Investigador(a) Nacional Nivel II
1859,"HERNANDEZ HERNANDEZ, LUIS SALVADOR",Investigador(a) Nacional Nivel I
1873,"PRIETO DE CASTRO, CARLOS",Investigador(a) Nacional Nivel III
1875,"BLAZQUEZ DOMINGUEZ, CARMEN GUILLERMINA",Investigador(a) Nacional Nivel III
1879,"DE LLANO DE LA GARZA, MANUEL",Investigador(a) Nacional Nivel III
1881,"ALCANTARA , MIGUEL ANGEL",Investigador(a) Nacional Nivel I
1884,"GARCIA DE LA TORRE, IGNACIO",Investigador(a) Nacional Nivel II
1885,"GONZALEZ ACUÑA, FRANCISCO XAVIER",Investigador(a) Nacional Nivel III
1886,"PALACIOS VELEZ, OSCAR LUIS",Investigador(a) Nacional Nivel I
1895,"LLANDERAL CAZARES, MARIA CELINA MICAELA",Investigador(a) Nacional Nivel II
1897,"MEYER COSSIO, LORENZO FRANCISCO",Investigador(a) Nacional Nivel III
1898,"AGUILAR VEGA, MANUEL DE JESUS",Investigador(a) Nacional Nivel II
1906,"ROMERO NAPOLES, JESUS",Investigador(a) Nacional Nivel III
1908,"CIBRIAN TOVAR, JUAN",Investigador(a) Nacional Nivel II
1909,"EQUIHUA MARTINEZ, ARMANDO",Investigador(a) Nacional Nivel I
1910,"GONZALEZ HERNANDEZ, HECTOR",Investigador(a) Nacional Nivel II
1922,"DE LA PEÑA TOPETE, GUILLERMO FRANCISCO NICOLAS",Investigador(a) Nacional Nivel III
1927,"PACHECO LADRON DE GUEVARA, LOURDES CONSUELO",Investigador(a) Nacional Nivel III
1928,"CARBAJAL PEREZ, JOSE NOEL",Investigador(a) Nacional Nivel II
1968,"GARCIA CRUZ, DIANA",Investigador(a) Nacional Nivel III
1972,"SANCHEZ CORONA, JOSE",Investigador(a) Nacional Nivel III
1973,"RIVERA RAMIREZ, HORACIO",Investigador(a) Nacional Nivel III
1974,"REYES LUNA, ROSALINA MARIA DE LOURDES",Investigador(a) Nacional Nivel I
1981,"REVILLA MONSALVE, MARIA CRISTINA",Investigador(a) Nacional Nivel II
1984,"CERDA FLORES, RICARDO MARTIN",Investigador(a) Nacional Nivel I
1990,"VAZQUEZ MEMIJE, MARTHA ELISA",Investigador(a) Nacional Nivel I
1991,"TORRES LOPEZ, FRANCISCO JAVIER",Investigador(a) Nacional Nivel III
2012,"SIQUEIROS ALATORRE, JAVIER",Investigador(a) Nacional Nivel II
2016,"GARCIA MACEDO, JORGE ALFONSO",Investigador(a) Nacional Nivel I
2021,"NAVARRETE CACERES, CARLOS",Investigador(a) Nacional Nivel II
2024,"KOHASHI SHIBATA, JOSUE",Investigador(a) Nacional Nivel III
2025,"BERMUDEZ RATTONI, FEDERICO",Investigador(a) Nacional Nivel III
2028,"CARDENAS CASTILLO, CRISTINA",Investigador(a) Nacional Nivel I
2029,"PUIG AREVALO, JORGE EMILIO",Investigador(a) Nacional Nivel III
2031,"VEGA LOPEZ, MARIA GUADALUPE",Investigador(a) Nacional Nivel II
2032,"BEAS ZARATE, CARLOS",Investigador(a) Nacional Nivel III
2036,"DEL RIO HAZA, FERNANDO MARIO",Investigador(a) Nacional Nivel III
2037,"OLIVER SANCHEZ, LILIA VICTORIA",Investigador(a) Nacional Nivel I
2039,"DURAN JUAREZ, JUAN MANUEL",Investigador(a) Nacional Nivel I
2043,"DAKIN ANDERSON, KAREN ILSE",Investigador(a) Nacional Nivel III
2044,"YUNEZ NAUDE, ANTONIO",Investigador(a) Nacional Nivel III
2046,"VILLA LEVER, LORENZA",Investigador(a) Nacional Nivel II
2047,"GARCIADIEGO DANTAN, ALEJANDRO RICARDO",Investigador(a) Nacional Nivel II
2051,"LOZOYA SALDAÑA, HECTOR",Investigador(a) Nacional Nivel III
2052,"MOYA ACOSTA, SARA LILIA",Investigador(a) Nacional Nivel I
2053,"RAMOS MORA, EDUARDO",Investigador(a) Nacional Nivel III
2056,"PALMA ALMENDRA, ALEJANDRO",Investigador(a) Nacional Nivel III
2072,"GARCIA BORQUEZ, ARTURO",Investigador(a) Nacional Nivel II
2073,"SCHIFTER SECORA, ISAAC",Investigador(a) Nacional Nivel III
2074,"BOSCH GIRAL, PEDRO",Investigador(a) Nacional Nivel III
2079,"MORALES RIVAS, JESUS",Investigador(a) Nacional Nivel II
2098,"ORTIZ LOPEZ, JAIME",Investigador(a) Nacional Nivel III
2099,"MALDONADO JIMENEZ, EMMA",Investigador(a) Nacional Nivel II
2100,"CIPRIAN CARRASCO, JOSE ABEL",Investigador(a) Nacional Nivel I
2101,"TORTORA PEREZ, JORGE LUIS",Investigador(a) Nacional Nivel I
2106,"GARRO BORDONARO, NORA NIDIA",Investigador(a) Nacional Nivel I
2111,"MERCHAN LARIOS, HORACIO",Investigador(a) Nacional Nivel III
2112,"RAMOS GARCIA, CELSO",Investigador(a) Nacional Nivel I
2113,"ROSENSTEIN AZOULAY, YVONNE JANE",Investigador(a) Nacional Nivel III
2114,"ARIAS ORTIZ, CARLOS FEDERICO",Investigador(a) Nacional Nivel III
2118,"ZAPATA MARTELO, EMMA MARIA",Investigador(a) Nacional Nivel III
2128,"NAVARRO CONTRERAS, HUGO RICARDO",Investigador(a) Nacional Nivel III
2129,"VAZQUEZ LOPEZ, CARLOS",Investigador(a) Nacional Nivel III
2130,"CARRILLO ESTRADA, JOSE LUIS EUSTOLIO",Investigador(a) Nacional Nivel III
2131,"LOPEZ CRUZ, JOSE ELIAS",Investigador(a) Nacional Nivel II
2136,"BAQUERO PARRA, RAFAEL",Investigador(a) Nacional Nivel II
2139,"NEGRON SILVA, GUILLERMO ENRIQUE",Investigador(a) Nacional Nivel III
2144,"ALBORES VELASCO, MARTHA EUGENIA",Investigador(a) Nacional Nivel II
2145,"MARTINEZ MORALES, JESUS FLAVIO",Investigador(a) Nacional Nivel II
2146,"PALACIOS GOMEZ, JESUS",Investigador(a) Nacional Nivel I
2161,"DE LA CRUZ REYNA, SERVANDO",Investigador(a) Nacional Nivel III
2162,"GORODEZKY LAUFERMAN, CLARA",Investigador(a) Nacional Nivel III
2163,"ESCOBAR GUTIERREZ, ALEJANDRO",Investigador(a) Nacional Nivel III
